*********************************************
* Date/Time: 28-Jan-2020 14:39:54
* Seed: 213098.4
* Subject Number: 040
4	7	14	10	15	12	13	8	6	1	5	11	9	2	3	
*********************************************

Shape exposure time (seconds)
25.3581
subject	trial	phase	onset	node	shape	rotate	acc	resp	total	rt
40	431	1	705.4462	12	11	0	-1	0	0.6752	-1.0000
40	432	1	707.4960	10	1	0	1	1	0.6759	0.7371
40	433	1	709.0460	9	6	0	1	1	0.6767	0.6110
40	434	1	710.5959	12	11	0	1	1	0.6774	0.6759
40	435	1	712.1458	13	9	0	1	1	0.6782	0.7260
40	436	1	713.6958	12	11	0	1	1	0.6789	0.5855
40	437	1	715.2456	11	5	0	1	1	0.6796	1.4182
40	438	1	716.7956	13	9	0	1	1	0.6804	0.8455
40	439	1	718.3455	14	2	0	-1	0	0.6788	-1.0000
40	440	1	720.4120	13	9	0	1	1	0.6795	0.7331
40	441	1	721.9620	14	2	0	1	1	0.6803	0.6869
40	442	1	723.5119	13	9	90	1	1	0.6810	1.0892
40	443	1	725.0618	11	5	0	1	1	0.6817	0.8662
40	444	1	726.6117	12	11	0	1	1	0.6824	0.6767
40	445	1	728.1616	9	6	0	1	1	0.6831	0.6482
40	446	1	729.7116	10	1	0	1	1	0.6839	0.7123
40	447	1	731.2615	13	9	0	1	1	0.6846	0.7151
40	448	1	732.8114	14	2	0	1	1	0.6853	0.7178
40	449	1	734.3613	13	9	0	1	1	0.6860	0.6564
40	450	1	735.9112	11	5	0	1	1	0.6867	0.6739
40	451	1	737.4612	9	6	90	0	1	0.6851	0.9966
40	452	1	739.0111	8	8	0	1	1	0.6858	0.7889
40	453	1	740.5610	7	13	0	1	1	0.6865	1.3043
40	454	1	742.1109	4	10	90	0	1	0.6850	0.9703
40	455	1	743.6608	3	14	0	1	1	0.6857	0.5883
40	456	1	745.2107	4	10	90	1	1	0.6864	1.2133
40	457	1	746.7607	7	13	0	1	1	0.6871	1.1523
40	458	1	748.3106	4	10	0	1	1	0.6878	0.7696
40	459	1	749.8605	3	14	90	0	1	0.6863	0.6447
40	460	1	751.4104	15	3	0	1	1	0.6870	0.8695
40	461	1	752.9603	1	4	90	0	1	0.6855	0.6016
40	462	1	754.5103	14	2	0	1	1	0.6861	0.6186
40	463	1	756.0602	13	9	0	1	1	0.6868	0.8277
40	464	1	757.6101	14	2	0	1	1	0.6875	0.7670
40	465	1	759.1600	2	7	0	1	1	0.6882	0.9933
40	466	1	760.7100	3	14	0	1	1	0.6888	0.5473
40	467	1	762.2599	15	3	0	1	1	0.6895	0.9811
40	468	1	763.8098	3	14	0	1	1	0.6902	0.5675
40	469	1	765.3597	2	7	0	1	1	0.6908	0.6331
40	470	1	766.9096	1	4	90	0	1	0.6894	0.4917
40	471	1	768.4595	3	14	0	1	1	0.6900	0.5737
40	472	1	770.0094	1	4	0	1	1	0.6907	0.6385
40	473	1	771.5594	14	2	0	1	1	0.6913	0.6264
40	474	1	773.1093	15	3	0	1	1	0.6920	1.2831
40	475	1	774.6592	14	2	90	-1	0	0.6905	-1.0000
40	476	1	776.6924	15	3	0	1	1	0.6912	0.5794
40	477	1	778.2423	3	14	90	0	1	0.6897	0.7587
40	478	1	779.7922	15	3	0	1	1	0.6904	0.5357
40	479	1	781.3421	1	4	0	1	1	0.6910	0.6817
40	480	1	782.8921	14	2	0	1	1	0.6917	1.0359
40	481	1	784.4420	2	7	0	1	1	0.6923	0.7833
40	482	1	785.9919	15	3	0	0	1	0.6909	1.2319
40	483	1	787.7585	2	7	0	1	1	0.6915	0.9853
40	484	1	789.3083	1	4	90	0	1	0.6901	0.5726
40	485	1	790.8584	14	2	0	1	1	0.6907	1.0710
40	486	1	792.4082	15	3	0	1	1	0.6914	1.1047
40	487	1	793.9582	14	2	0	1	1	0.6920	0.8498
40	488	1	795.5081	2	7	0	1	1	0.6926	0.9330
40	489	1	797.0580	1	4	90	0	1	0.6912	1.1262
40	490	1	798.7246	3	14	0	1	1	0.6918	0.6912
40	491	1	800.2745	4	10	0	1	1	0.6925	0.7425
40	492	1	801.8244	6	12	0	1	1	0.6931	0.8241
40	493	1	803.3743	8	8	0	1	1	0.6937	0.8753
40	494	1	804.9243	7	13	90	0	1	0.6923	0.8288
40	495	1	806.4742	4	10	0	1	1	0.6929	0.6378
40	496	1	808.0241	7	13	90	0	1	0.6915	0.8475
40	497	1	809.5740	8	8	0	1	1	0.6922	0.6755
40	498	1	811.1239	9	6	0	1	1	0.6928	0.6451
40	499	1	812.6738	8	8	90	-1	0	0.6914	-1.0000
40	500	1	814.7738	6	12	90	1	1	0.6920	1.1713
40	501	1	816.3237	5	15	0	1	1	0.6926	0.8377
40	502	1	817.8736	7	13	0	1	1	0.6932	1.4141
40	503	1	819.4235	4	10	0	1	1	0.6938	1.0969
40	504	1	820.9734	5	15	90	1	1	0.6944	1.1303
40	505	1	822.5233	7	13	90	1	1	0.6950	1.3259
40	506	1	824.0733	8	8	0	1	1	0.6957	1.0077
40	507	1	825.6232	6	12	90	1	1	0.6963	1.1380
40	508	1	827.1731	7	13	0	1	1	0.6969	0.8201
40	509	1	828.7230	4	10	0	1	1	0.6974	0.8543
40	510	1	830.2729	3	14	0	1	1	0.6980	0.7603
40	511	1	831.8229	15	3	0	1	1	0.6986	1.1463
40	512	1	833.3728	1	4	0	1	1	0.6992	0.6684
40	513	1	834.9226	2	7	0	1	1	0.6998	1.0223
40	514	1	836.4726	1	4	0	1	1	0.7004	0.6071
40	515	1	838.0225	15	3	0	1	1	0.7010	1.0265
40	516	1	839.5724	3	14	0	1	1	0.7016	0.5646
40	517	1	841.1224	2	7	0	1	1	0.7021	1.2229
40	518	1	842.6723	1	4	90	0	1	0.7008	0.5848
40	519	1	844.2222	15	3	90	0	1	0.6994	0.9873
40	520	1	845.7721	3	14	0	1	1	0.7000	0.6856
40	521	1	847.3220	2	7	0	1	1	0.7006	1.0698
40	522	1	848.8719	15	3	90	0	1	0.6992	0.8652
40	523	1	850.4218	3	14	90	0	1	0.6979	0.5793
40	524	1	851.9718	2	7	0	1	1	0.6985	1.0121
40	525	1	853.5217	15	3	0	0	1	0.6971	1.0637
40	526	1	855.1049	14	2	0	1	1	0.6977	0.6166
40	527	1	856.6549	13	9	0	1	1	0.6983	0.9060
40	528	1	858.2048	14	2	0	1	1	0.6989	0.9552
40	529	1	859.7547	13	9	0	1	1	0.6994	0.7492
40	530	1	861.3047	11	5	0	1	1	0.7000	0.7204
40	531	1	862.8545	9	6	0	1	1	0.7006	0.6572
40	532	1	864.4045	8	8	0	1	1	0.7011	1.0447
40	533	1	865.9544	5	15	0	1	1	0.7017	1.1734
40	534	1	867.5043	4	10	0	1	1	0.7022	1.0008
40	535	1	869.0542	7	13	90	0	1	0.7009	1.2752
40	536	1	870.8874	6	12	0	1	1	0.7015	0.8974
40	537	1	872.6207	5	15	0	-1	0	0.7002	-1.0000
40	538	1	874.6873	6	12	0	1	1	0.7007	0.6166
40	539	1	876.2372	5	15	0	1	1	0.7013	0.7785
40	540	1	877.7871	4	10	0	1	1	0.7019	1.2928
40	541	1	879.3370	6	12	0	1	1	0.7024	0.9282
40	542	1	880.8869	5	15	0	-1	0	0.7011	-1.0000
40	543	1	882.9535	7	13	0	1	1	0.7017	0.8629
40	544	1	884.5034	8	8	0	1	1	0.7022	0.7222
40	545	1	886.0533	7	13	0	1	1	0.7028	1.2680
40	546	1	887.6032	4	10	0	1	1	0.7033	1.1246
40	547	1	889.1532	7	13	90	-1	0	0.7020	-1.0000
40	548	1	891.2197	6	12	0	1	1	0.7026	1.1401
40	549	1	892.7696	8	8	0	1	1	0.7031	0.5836
40	550	1	894.3196	5	15	0	-1	0	0.7018	-1.0000
40	551	1	896.4194	8	8	0	1	1	0.7024	0.1020
40	552	1	897.9694	5	15	90	0	1	0.7011	1.1598
40	553	1	899.6859	4	10	0	1	1	0.7016	0.5152
40	554	1	901.2359	3	14	0	1	1	0.7022	0.5492
40	555	1	902.7858	2	7	0	1	1	0.7027	0.8862
40	556	1	904.3357	15	3	0	1	1	0.7032	1.3854
40	557	1	905.8856	3	14	0	1	1	0.7038	0.6671
40	558	1	907.4355	1	4	0	1	1	0.7043	0.5409
40	559	1	908.9854	3	14	0	1	1	0.7048	0.5756
40	560	1	910.5354	4	10	0	1	1	0.7054	1.3923
40	561	1	912.0852	7	13	0	1	1	0.7059	0.8358
40	562	1	913.6352	8	8	0	1	1	0.7064	0.6765
40	563	1	915.1851	5	15	90	0	1	0.7052	0.9679
40	564	1	916.7850	6	12	90	0	1	0.7039	0.8405
40	565	1	918.3349	7	13	0	1	1	0.7044	0.5369
40	566	1	919.8849	6	12	0	1	1	0.7049	0.6509
40	567	1	921.4348	8	8	90	1	1	0.7055	0.9102
40	568	1	922.9847	6	12	0	1	1	0.7060	0.8647
40	569	1	924.5346	5	15	0	1	1	0.7065	0.5949
40	570	1	926.0845	6	12	0	1	1	0.7070	0.6447
40	571	1	927.6345	5	15	0	1	1	0.7075	0.4872
40	572	1	929.1844	4	10	0	1	1	0.7080	0.6166
40	573	1	930.7343	7	13	0	1	1	0.7086	0.5695
40	574	1	932.2842	8	8	0	1	1	0.7091	0.6853
40	575	1	933.8341	6	12	0	1	1	0.7096	0.5431
40	576	1	935.3841	4	10	90	0	1	0.7083	0.9771
40	577	1	936.9339	7	13	0	1	1	0.7088	0.5156
40	578	1	938.4839	5	15	90	0	1	0.7076	1.0287
40	579	1	940.0838	6	12	0	1	1	0.7081	0.5972
40	580	1	941.6337	5	15	90	-1	0	0.7069	-1.0000
40	581	1	943.6836	4	10	90	0	1	0.7057	0.5322
40	582	1	945.2335	5	15	90	0	1	0.7045	0.6157
40	583	1	946.7834	7	13	0	1	1	0.7050	0.5856
40	584	1	948.3334	8	8	0	-1	0	0.7038	-1.0000
40	585	1	950.3832	7	13	90	-1	0	0.7026	-1.0000
40	586	1	952.4164	4	10	0	1	1	0.7031	1.0644
40	587	1	953.9664	5	15	0	1	1	0.7036	1.1310
40	588	1	955.5163	8	8	0	1	1	0.7041	0.6369
40	589	1	957.0662	5	15	0	1	1	0.7046	0.9100
40	590	1	958.6162	7	13	0	1	1	0.7051	1.2969
40	591	1	960.1660	8	8	0	1	1	0.7056	1.3631
40	592	1	961.7160	7	13	0	1	1	0.7061	1.1250
40	593	1	963.2659	4	10	0	1	1	0.7066	1.0792
40	594	1	964.8158	5	15	0	1	1	0.7071	0.7439
40	595	1	966.3658	6	12	0	0	1	0.7059	1.1474
40	596	1	968.0323	4	10	0	-1	0	0.7047	-1.0000
40	597	1	970.0655	3	14	0	-1	0	0.7035	-1.0000
40	598	1	972.1154	1	4	0	1	1	0.7040	0.9328
40	599	1	973.6653	14	2	0	1	1	0.7045	0.7916
40	600	1	975.2153	1	4	0	1	1	0.7050	0.5218
40	601	1	1059.2109	2	7	0	-1	0	0.7038	-1.0000
40	602	1	1061.2774	14	2	0	-1	0	0.7027	-1.0000
40	603	1	1063.3273	2	7	0	1	1	0.7032	0.8100
40	604	1	1064.8772	3	14	0	1	1	0.7036	0.5545
40	605	1	1066.4271	1	4	90	0	1	0.7025	0.4783
40	606	1	1067.9771	14	2	0	1	1	0.7030	0.4475
40	607	1	1069.5270	1	4	0	1	1	0.7035	0.5127
40	608	1	1071.0769	3	14	90	0	1	0.7023	0.5329
40	609	1	1072.6268	15	3	0	1	1	0.7028	1.0608
40	610	1	1074.1767	3	14	0	1	1	0.7033	0.5043
40	611	1	1075.7266	4	10	0	1	1	0.7038	0.4090
40	612	1	1077.2765	3	14	90	0	1	0.7026	0.4764
40	613	1	1078.8264	1	4	0	1	1	0.7031	0.3507
40	614	1	1080.3763	2	7	0	1	1	0.7036	0.4173
40	615	1	1081.9262	3	14	0	1	1	0.7041	0.7706
40	616	1	1083.4762	2	7	0	1	1	0.7045	0.5650
40	617	1	1085.0261	1	4	0	1	1	0.7050	0.5029
40	618	1	1086.5761	15	3	0	1	1	0.7055	1.2572
40	619	1	1088.1259	3	14	90	0	1	0.7044	0.5378
40	620	1	1089.6759	15	3	0	1	1	0.7048	0.5881
40	621	1	1091.2258	2	7	0	1	1	0.7053	0.5589
40	622	1	1092.7757	14	2	0	1	1	0.7058	0.4659
40	623	1	1094.3256	13	9	0	1	1	0.7063	0.6262
40	624	1	1095.8755	10	1	0	1	1	0.7067	0.7241
40	625	1	1097.4254	11	5	90	1	1	0.7072	0.9514
40	626	1	1098.9754	10	1	90	0	1	0.7061	0.7774
40	627	1	1100.5253	9	6	0	1	1	0.7065	0.5383
40	628	1	1102.0753	11	5	0	1	1	0.7070	0.8942
40	629	1	1103.6252	9	6	0	1	1	0.7075	0.6559
40	630	1	1105.1751	8	8	0	1	1	0.7079	0.9298
40	631	1	1106.7250	7	13	0	1	1	0.7084	0.9946
40	632	1	1108.2749	5	15	90	0	1	0.7073	1.0307
40	633	1	1109.8748	6	12	0	1	1	0.7077	0.7101
40	634	1	1111.4248	5	15	0	1	1	0.7082	0.6644
40	635	1	1112.9747	8	8	0	1	1	0.7087	0.6504
40	636	1	1114.5246	5	15	0	1	1	0.7091	0.6054
40	637	1	1116.0745	6	12	0	1	1	0.7096	0.5904
40	638	1	1117.6244	4	10	0	1	1	0.7100	0.7534
40	639	1	1119.1744	7	13	0	1	1	0.7105	0.6906
40	640	1	1120.7243	4	10	0	1	1	0.7109	0.6290
40	641	1	1122.2742	6	12	0	1	1	0.7114	0.5188
40	642	1	1123.8241	4	10	0	1	1	0.7118	0.6967
40	643	1	1125.3740	5	15	0	1	1	0.7123	0.6666
40	644	1	1126.9240	6	12	0	1	1	0.7127	0.6197
40	645	1	1128.4739	8	8	0	1	1	0.7132	0.6708
40	646	1	1130.0238	7	13	0	1	1	0.7136	0.6733
40	647	1	1131.5737	5	15	90	1	1	0.7141	0.9140
40	648	1	1133.1236	4	10	0	1	1	0.7145	0.7892
40	649	1	1134.6735	3	14	0	1	1	0.7149	0.9500
40	650	1	1136.2234	1	4	0	1	1	0.7154	0.6176
40	651	1	1137.7734	14	2	90	1	1	0.7158	1.0028
40	652	1	1139.3233	15	3	0	1	1	0.7163	1.2941
40	653	1	1140.8732	2	7	0	0	1	0.7152	1.3121
40	654	1	1142.7398	15	3	0	1	1	0.7156	0.9815
40	655	1	1144.2897	2	7	0	1	1	0.7160	0.9354
40	656	1	1145.8396	1	4	0	1	1	0.7165	0.6176
40	657	1	1147.3896	15	3	0	1	1	0.7169	0.8274
40	658	1	1148.9395	3	14	0	1	1	0.7173	0.6054
40	659	1	1150.4894	2	7	0	1	1	0.7178	0.8802
40	660	1	1152.0393	3	14	0	1	1	0.7182	0.6414
40	661	1	1153.5892	4	10	0	1	1	0.7186	0.6923
40	662	1	1155.1391	3	14	90	0	1	0.7175	0.7405
40	663	1	1156.6890	2	7	0	1	1	0.7179	0.9825
40	664	1	1158.2390	3	14	0	1	1	0.7184	0.8411
40	665	1	1159.7889	4	10	0	1	1	0.7188	1.1319
40	666	1	1161.3388	5	15	0	1	1	0.7192	0.6703
40	667	1	1162.8887	7	13	0	1	1	0.7196	0.7360
40	668	1	1164.4386	5	15	0	1	1	0.7201	0.5930
40	669	1	1165.9886	7	13	0	1	1	0.7205	0.6285
40	670	1	1167.5385	4	10	0	1	1	0.7209	0.6785
40	671	1	1169.0884	6	12	90	0	1	0.7198	0.6485
40	672	1	1170.6383	8	8	0	1	1	0.7202	0.7147
40	673	1	1172.1882	5	15	0	1	1	0.7207	0.6694
40	674	1	1173.7382	4	10	0	1	1	0.7211	0.6694
40	675	1	1175.2881	6	12	90	1	1	0.7215	1.0414
40	676	1	1176.8380	7	13	0	1	1	0.7219	0.6593
40	677	1	1178.3879	4	10	0	1	1	0.7223	0.6771
40	678	1	1179.9378	5	15	0	1	1	0.7227	0.5978
40	679	1	1181.4877	7	13	90	1	1	0.7231	0.9051
40	680	1	1183.0376	4	10	0	1	1	0.7235	1.1473
40	681	1	1184.5876	7	13	0	1	1	0.7239	0.6680
40	682	1	1186.1375	4	10	0	1	1	0.7243	0.5754
40	683	1	1187.6874	5	15	90	1	1	0.7247	0.7696
40	684	1	1189.2373	6	12	90	1	1	0.7251	1.3796
40	685	1	1190.7872	8	8	0	1	1	0.7255	0.9977
40	686	1	1192.3372	5	15	0	1	1	0.7259	0.6467
40	687	1	1193.8871	6	12	0	1	1	0.7263	0.7285
40	688	1	1195.4370	8	8	0	1	1	0.7267	0.7480
40	689	1	1196.9869	6	12	0	1	1	0.7271	0.5899
40	690	1	1198.5368	5	15	0	1	1	0.7275	0.6868
40	691	1	1200.0867	6	12	0	1	1	0.7279	0.6263
40	692	1	1201.6366	4	10	0	1	1	0.7283	0.8526
40	693	1	1203.1866	7	13	0	1	1	0.7287	0.6777
40	694	1	1204.7365	5	15	0	1	1	0.7291	0.6011
40	695	1	1206.2864	4	10	0	1	1	0.7295	0.7950
40	696	1	1207.8363	7	13	0	1	1	0.7299	0.5566
40	697	1	1209.3862	6	12	90	-1	0	0.7288	-1.0000
40	698	1	1211.4695	5	15	90	1	1	0.7292	1.0181
40	699	1	1213.0194	8	8	0	1	1	0.7296	0.6055
40	700	1	1214.5693	6	12	0	1	1	0.7300	0.6063
40	701	1	1216.1192	4	10	90	0	1	0.7290	1.2004
40	702	1	1217.8858	5	15	0	1	1	0.7293	0.5390
40	703	1	1219.4357	6	12	0	1	1	0.7297	0.4772
40	704	1	1220.9857	5	15	0	1	1	0.7301	0.5436
40	705	1	1222.5356	8	8	0	1	1	0.7305	0.6095
40	706	1	1224.0855	7	13	0	1	1	0.7309	0.4992
40	707	1	1225.6354	4	10	0	1	1	0.7313	0.7095
40	708	1	1227.1853	3	14	0	1	1	0.7316	0.8707
40	709	1	1228.7353	4	10	0	1	1	0.7320	0.6654
40	710	1	1230.2852	3	14	0	1	1	0.7324	0.8600
40	711	1	1231.8351	1	4	0	1	1	0.7328	0.6206
40	712	1	1233.3850	15	3	0	1	1	0.7331	1.2320
40	713	1	1234.9349	3	14	0	1	1	0.7335	0.7701
40	714	1	1236.4848	4	10	0	1	1	0.7339	1.1401
40	715	1	1238.0347	6	12	0	1	1	0.7343	0.5330
40	716	1	1239.5847	5	15	0	1	1	0.7346	0.6149
40	717	1	1241.1346	6	12	0	1	1	0.7350	0.6823
40	718	1	1242.6845	8	8	0	1	1	0.7354	0.8604
40	719	1	1244.2344	5	15	0	1	1	0.7357	0.6852
40	720	1	1245.7843	6	12	0	1	1	0.7361	0.5592
40	721	1	1247.3343	4	10	90	0	1	0.7351	0.5149
40	722	1	1248.8842	3	14	0	1	1	0.7355	0.6452
40	723	1	1250.4342	2	7	0	1	1	0.7358	1.0454
40	724	1	1251.9840	15	3	90	0	1	0.7348	0.5362
40	725	1	1253.5339	14	2	0	1	1	0.7352	0.8897
40	726	1	1255.0839	2	7	0	1	1	0.7355	0.9878
40	727	1	1256.6338	14	2	90	0	1	0.7345	0.6232
40	728	1	1258.1837	15	3	90	0	1	0.7335	0.6262
40	729	1	1259.7336	2	7	90	1	1	0.7339	1.2670
40	730	1	1261.2835	14	2	0	1	1	0.7342	0.8039
40	731	1	1262.8335	15	3	0	1	1	0.7346	0.9675
40	732	1	1264.3834	14	2	0	-1	0	0.7336	-1.0000
40	733	1	1266.4499	2	7	0	-1	0	0.7326	-1.0000
40	734	1	1268.4832	3	14	0	1	1	0.7330	1.2378
40	735	1	1270.0331	1	4	0	1	1	0.7333	0.8719
40	736	1	1271.5830	3	14	0	1	1	0.7337	0.9379
40	737	1	1273.1329	2	7	0	1	1	0.7341	1.2121
40	738	1	1274.6828	14	2	0	-1	0	0.7331	-1.0000
40	739	1	1276.7494	1	4	0	1	1	0.7334	0.2360
40	740	1	1278.2993	15	3	0	1	1	0.7338	0.8442
40	741	1	1279.8492	2	7	90	0	1	0.7328	1.0559
40	742	1	1281.4158	15	3	0	1	1	0.7332	0.6725
40	743	1	1282.9657	3	14	0	1	1	0.7335	0.5792
40	744	1	1284.5156	15	3	0	1	1	0.7339	0.5809
40	745	1	1286.0656	3	14	90	1	1	0.7342	1.2541
40	746	1	1287.6155	15	3	0	1	1	0.7346	0.7454
40	747	1	1289.1654	3	14	0	1	1	0.7349	0.9243
40	748	1	1290.7153	2	7	0	1	1	0.7353	0.7483
40	749	1	1292.2652	3	14	0	1	1	0.7356	0.6243
40	750	1	1293.8151	4	10	0	1	1	0.7360	0.7696
40	751	1	1295.3651	5	15	0	1	1	0.7364	0.5158
40	752	1	1296.9150	4	10	0	1	1	0.7367	0.7098
40	753	1	1298.4649	7	13	0	1	1	0.7371	0.5355
40	754	1	1300.0148	6	12	0	1	1	0.7374	0.6344
40	755	1	1301.5648	4	10	0	1	1	0.7377	1.1003
40	756	1	1303.1147	3	14	90	1	1	0.7381	0.9744
40	757	1	1304.6646	2	7	90	0	1	0.7371	0.9764
40	758	1	1306.2145	15	3	0	1	1	0.7375	0.6424
40	759	1	1307.7644	3	14	90	1	1	0.7378	0.9002
40	760	1	1309.3143	2	7	90	0	1	0.7368	0.8070
40	761	1	1310.8643	15	3	0	1	1	0.7372	0.8233
40	762	1	1312.4142	14	2	0	1	1	0.7375	0.6667
40	763	1	1313.9640	2	7	90	0	1	0.7366	0.5236
40	764	1	1315.5140	3	14	0	1	1	0.7369	0.5592
40	765	1	1317.0639	15	3	0	1	1	0.7373	0.7527
40	766	1	1318.6138	1	4	0	1	1	0.7376	0.5778
40	767	1	1320.1637	15	3	0	1	1	0.7379	0.5654
40	768	1	1321.7136	2	7	0	1	1	0.7383	0.7103
40	769	1	1323.2635	1	4	0	1	1	0.7386	0.5693
40	770	1	1324.8135	2	7	90	0	1	0.7377	0.5073
40	771	1	1326.3634	14	2	0	1	1	0.7380	0.4937
40	772	1	1327.9133	1	4	0	1	1	0.7383	0.5262
40	773	1	1329.4633	3	14	90	1	1	0.7387	1.0096
40	774	1	1331.0132	4	10	0	1	1	0.7390	0.6600
40	775	1	1332.5631	6	12	90	1	1	0.7394	0.8857
40	776	1	1334.1130	8	8	0	1	1	0.7397	1.0802
40	777	1	1335.6630	6	12	90	1	1	0.7400	0.8726
40	778	1	1337.2129	5	15	0	1	1	0.7404	0.5226
40	779	1	1338.7627	6	12	90	0	1	0.7394	0.6222
40	780	1	1340.3127	8	8	0	1	1	0.7397	1.1850
40	781	1	1341.8626	5	15	0	1	1	0.7401	0.8343
40	782	1	1343.4125	8	8	0	1	1	0.7404	0.6605
40	783	1	1344.9624	7	13	0	1	1	0.7407	1.0945
40	784	1	1346.5124	8	8	0	1	1	0.7411	0.7286
40	785	1	1348.0623	9	6	0	1	1	0.7414	0.6833
40	786	1	1349.6122	11	5	0	1	1	0.7417	0.6048
40	787	1	1351.1621	12	11	0	1	1	0.7421	0.6706
40	788	1	1352.7121	11	5	90	1	1	0.7424	0.9774
40	789	1	1354.2620	10	1	0	1	1	0.7427	0.8026
40	790	1	1355.8119	11	5	0	1	1	0.7430	0.6608
40	791	1	1357.3618	13	9	0	1	1	0.7434	0.7097
40	792	1	1358.9117	11	5	0	1	1	0.7437	0.5532
40	793	1	1360.4616	12	11	0	1	1	0.7440	0.7308
40	794	1	1362.0115	11	5	0	1	1	0.7443	0.5724
40	795	1	1363.5614	12	11	90	0	1	0.7434	0.8155
40	796	1	1365.1114	9	6	0	-1	0	0.7425	-1.0000
40	797	1	1367.1279	12	11	0	1	1	0.7428	0.8809
40	798	1	1368.6779	10	1	0	1	1	0.7431	0.6416
40	799	1	1370.2278	13	9	0	1	1	0.7434	1.4450
40	800	1	1371.8110	14	2	0	1	1	0.7438	0.7580
40	801	1	1373.3610	13	9	0	1	1	0.7441	0.6480
40	802	1	1374.9108	11	5	0	1	1	0.7444	0.5846
40	803	1	1376.4607	9	6	0	1	1	0.7447	0.8122
40	804	1	1378.0107	12	11	0	1	1	0.7450	1.3247
40	805	1	1379.5606	10	1	0	1	1	0.7453	1.4885
40	806	1	1381.2105	11	5	90	1	1	0.7457	0.8622
40	807	1	1382.7604	10	1	90	0	1	0.7447	1.3604
40	808	1	1384.6937	11	5	0	1	1	0.7450	0.3711
40	809	1	1386.2436	13	9	0	1	1	0.7454	0.5483
40	810	1	1387.7935	11	5	90	1	1	0.7457	0.8060
40	811	1	1389.3434	9	6	0	1	1	0.7460	0.5858
40	812	1	1390.8933	12	11	0	1	1	0.7463	0.6993
40	813	1	1392.4433	10	1	0	1	1	0.7466	0.5415
40	814	1	1393.9931	13	9	0	1	1	0.7469	0.5263
40	815	1	1395.5431	12	11	90	0	1	0.7460	0.5296
40	816	1	1397.0930	11	5	0	1	1	0.7463	0.4997
40	817	1	1398.6430	12	11	0	1	1	0.7466	0.4066
40	818	1	1400.1929	10	1	0	1	1	0.7469	0.5519
40	819	1	1401.7428	13	9	0	1	1	0.7473	0.5369
40	820	1	1403.2927	11	5	0	1	1	0.7476	0.5400
40	821	1	1404.8426	13	9	0	1	1	0.7479	0.6689
40	822	1	1406.3925	14	2	0	1	1	0.7482	0.7208
40	823	1	1407.9424	15	3	90	0	1	0.7473	1.0582
40	824	1	1409.5923	2	7	0	1	1	0.7476	0.7032
40	825	1	1411.1423	1	4	0	1	1	0.7479	0.4504
40	826	1	1412.6922	2	7	0	1	1	0.7482	0.5313
40	827	1	1414.2422	15	3	0	1	1	0.7485	0.5812
40	828	1	1415.7920	14	2	0	1	1	0.7488	0.7928
40	829	1	1417.3420	2	7	0	1	1	0.7491	0.8589
40	830	1	1418.8919	3	14	90	0	1	0.7482	0.6049
40	831	1	1420.4418	15	3	0	1	1	0.7485	0.7496
40	832	1	1421.9917	3	14	0	1	1	0.7488	1.0237
40	833	1	1423.5417	4	10	0	1	1	0.7491	0.7378
40	834	1	1425.0916	3	14	0	1	1	0.7494	0.7560
40	835	1	1426.6414	4	10	0	1	1	0.7497	0.5834
40	836	1	1428.1914	5	15	0	1	1	0.7500	0.6335
40	837	1	1429.7413	6	12	90	1	1	0.7503	1.0181
40	838	1	1431.2912	5	15	0	1	1	0.7506	0.8763
40	839	1	1432.8412	8	8	0	1	1	0.7509	0.6395
40	840	1	1434.3911	6	12	0	1	1	0.7512	0.6896
40	841	1	1435.9410	5	15	0	1	1	0.7515	0.5626
40	842	1	1437.4909	8	8	0	1	1	0.7518	0.5985
40	843	1	1439.0408	9	6	0	1	1	0.7521	0.8242
40	844	1	1440.5908	8	8	0	1	1	0.7524	0.6183
40	845	1	1442.1407	7	13	0	1	1	0.7527	0.5717
40	846	1	1443.6905	4	10	0	1	1	0.7530	0.5889
40	847	1	1445.4239	3	14	0	1	1	0.7532	1.4498
40	848	1	1447.0237	15	3	0	-1	0	0.7524	-1.0000
40	849	1	1449.1236	3	14	0	1	1	0.7527	0.7563
40	850	1	1450.6735	4	10	0	1	1	0.7529	0.7912
40	851	1	1452.2234	7	13	0	1	1	0.7532	0.6014
40	852	1	1453.7733	4	10	0	1	1	0.7535	0.5861
40	853	1	1455.3233	3	14	0	1	1	0.7538	0.6361
40	854	1	1456.8732	15	3	90	1	1	0.7541	1.2783
40	855	1	1458.4232	14	2	0	1	1	0.7544	0.8337
40	856	1	1459.9730	13	9	0	1	1	0.7547	0.7877
40	857	1	1461.5230	11	5	0	1	1	0.7550	1.2368
40	858	1	1463.0729	13	9	0	1	1	0.7552	0.6947
40	859	1	1464.6228	12	11	0	1	1	0.7555	1.0345
40	860	1	1466.1727	10	1	0	1	1	0.7558	1.2281
40	861	1	1467.7227	13	9	90	1	1	0.7561	0.8779
40	862	1	1469.2726	12	11	0	1	1	0.7564	1.2629
40	863	1	1470.8225	10	1	0	1	1	0.7567	1.0265
40	864	1	1472.3724	9	6	0	1	1	0.7569	0.5965
40	865	1	1473.9223	10	1	90	0	1	0.7561	0.6945
40	866	1	1475.4722	9	6	0	1	1	0.7564	0.4723
40	867	1	1477.0222	11	5	0	1	1	0.7566	0.9225
