*********************************************
* Date/Time: 28-Jan-2020 14:39:54
* Seed: 213098.4
* Subject Number: 040
4	7	14	10	15	12	13	8	6	1	5	11	9	2	3	
*********************************************

Shape exposure time (seconds)
25.3581
subject	trial	phase	onset	node	shape	rotate	acc	resp	total	rt
40	868	1	1478.5721	9	6	0	-1	0	0.7558	-1.0000
40	869	1	1480.6220	10	1	90	0	1	0.7549	1.3215
40	870	1	1482.5052	9	6	0	1	1	0.7552	0.5583
40	871	1	1484.0551	8	8	0	1	1	0.7555	0.5936
40	872	1	1485.6050	7	13	0	1	1	0.7557	1.0438
40	873	1	1487.1549	4	10	0	1	1	0.7560	0.9484
40	874	1	1488.7049	6	12	90	1	1	0.7563	0.9187
40	875	1	1490.2548	5	15	0	1	1	0.7566	0.6339
40	876	1	1491.8047	6	12	0	1	1	0.7568	0.7307
40	877	1	1493.3547	8	8	0	1	1	0.7571	0.7169
40	878	1	1494.9046	9	6	0	1	1	0.7574	1.0229
40	879	1	1496.4545	8	8	90	1	1	0.7577	1.3946
40	880	1	1498.0043	6	12	0	1	1	0.7580	0.8363
40	881	1	1499.5543	4	10	0	-1	0	0.7571	-1.0000
40	882	1	1501.6208	7	13	90	1	1	0.7574	1.0758
40	883	1	1503.1708	4	10	0	1	1	0.7576	1.3807
40	884	1	1504.7206	5	15	0	1	1	0.7579	0.6788
40	885	1	1506.2706	7	13	0	1	1	0.7582	0.8888
40	886	1	1507.8205	5	15	0	1	1	0.7585	1.0525
40	887	1	1509.3705	7	13	0	1	1	0.7587	0.7179
40	888	1	1510.9203	5	15	0	-1	0	0.7579	-1.0000
40	889	1	1512.9536	8	8	0	1	1	0.7582	0.7353
40	890	1	1514.5035	5	15	0	-1	0	0.7573	-1.0000
40	891	1	1516.5701	8	8	90	0	1	0.7565	1.3748
40	892	1	1518.5366	5	15	0	1	1	0.7567	0.5924
40	893	1	1520.0865	6	12	0	1	1	0.7570	0.6263
40	894	1	1521.6364	7	13	90	1	1	0.7573	1.2189
40	895	1	1523.1863	8	8	90	1	1	0.7575	0.8702
40	896	1	1524.7363	6	12	0	0	1	0.7567	0.9831
40	897	1	1526.2862	4	10	0	-1	0	0.7559	-1.0000
40	898	1	1528.3695	6	12	90	1	1	0.7561	0.8859
40	899	1	1529.9194	4	10	0	1	1	0.7564	0.7614
40	900	1	1531.4693	3	14	0	-1	0	0.7556	-1.0000
40	901	1	1533.5192	4	10	0	1	1	0.7558	0.5523
40	902	1	1535.0691	6	12	0	1	1	0.7561	0.4917
40	903	1	1536.6190	7	13	0	1	1	0.7564	0.7485
40	904	1	1538.1690	5	15	0	1	1	0.7566	0.9437
40	905	1	1539.7188	8	8	0	1	1	0.7569	0.6418
40	906	1	1541.2688	9	6	90	0	1	0.7561	0.4678
40	907	1	1542.8187	11	5	0	1	1	0.7563	0.8219
40	908	1	1544.3686	9	6	0	1	1	0.7566	0.5685
40	909	1	1545.9185	11	5	0	1	1	0.7569	0.8904
40	910	1	1547.4684	10	1	0	1	1	0.7571	0.6207
40	911	1	1549.0183	12	11	0	1	1	0.7574	0.7345
40	912	1	1550.5683	9	6	0	1	1	0.7577	0.3687
40	913	1	1552.1182	10	1	0	-1	0	0.7568	-1.0000
40	914	1	1554.1847	13	9	0	1	1	0.7571	0.0168
40	915	1	1555.7346	11	5	0	1	1	0.7574	0.7543
40	916	1	1557.2845	12	11	0	1	1	0.7576	0.9159
40	917	1	1558.8344	9	6	90	0	1	0.7568	0.5823
40	918	1	1560.3844	8	8	0	1	1	0.7571	0.3445
40	919	1	1561.9344	7	13	0	1	1	0.7573	0.8423
40	920	1	1563.4842	8	8	0	-1	0	0.7565	-1.0000
40	921	1	1565.5175	6	12	0	-1	0	0.7557	-1.0000
40	922	1	1567.5674	4	10	0	1	1	0.7560	0.9680
40	923	1	1569.1173	3	14	0	1	1	0.7562	0.7142
40	924	1	1570.6672	4	10	90	-1	0	0.7554	-1.0000
40	925	1	1572.6671	6	12	0	-1	0	0.7546	-1.0000
40	926	1	1574.7170	4	10	0	1	1	0.7549	0.9396
40	927	1	1576.2669	3	14	0	-1	0	0.7540	-1.0000
40	928	1	1578.3335	15	3	90	0	1	0.7532	0.7312
40	929	1	1579.8834	3	14	90	0	1	0.7524	0.7809
40	930	1	1581.4333	1	4	0	1	1	0.7527	0.4634
40	931	1	1582.9832	2	7	90	0	1	0.7519	0.6575
40	932	1	1584.5332	15	3	90	0	1	0.7511	0.5796
40	933	1	1586.0831	14	2	0	1	1	0.7513	0.5344
40	934	1	1587.6330	15	3	0	1	1	0.7516	0.7584
40	935	1	1589.1829	3	14	0	1	1	0.7519	0.6816
40	936	1	1590.7328	4	10	0	0	1	0.7511	1.2278
40	937	1	1592.4661	6	12	0	1	1	0.7513	0.7106
40	938	1	1594.0160	4	10	90	1	1	0.7516	1.1916
40	939	1	1595.5659	3	14	0	-1	0	0.7508	-1.0000
40	940	1	1597.6491	15	3	90	-1	0	0.7500	-1.0000
40	941	1	1599.6990	14	2	90	1	1	0.7503	1.0282
40	942	1	1601.2489	2	7	0	0	1	0.7495	1.0957
40	943	1	1602.8655	1	4	0	1	1	0.7497	0.7269
40	944	1	1604.4155	15	3	0	-1	0	0.7489	-1.0000
40	945	1	1606.4820	14	2	0	1	1	0.7492	0.9174
40	946	1	1608.0319	1	4	0	1	1	0.7495	0.6487
40	947	1	1609.5818	14	2	0	1	1	0.7497	0.6190
40	948	1	1611.1317	1	4	0	1	1	0.7500	0.6515
40	949	1	1612.6817	2	7	0	1	1	0.7503	0.8936
40	950	1	1614.2316	3	14	0	1	1	0.7505	0.9293
40	951	1	1615.7815	2	7	0	-1	0	0.7497	-1.0000
40	952	1	1617.8147	1	4	0	-1	0	0.7489	-1.0000
40	953	1	1619.8480	14	2	0	-1	0	0.7482	-1.0000
40	954	1	1621.8979	2	7	0	-1	0	0.7474	-1.0000
40	955	1	1623.9477	1	4	0	1	1	0.7476	1.3413
40	956	1	1625.4977	15	3	90	0	1	0.7469	0.6231
40	957	1	1627.0476	3	14	0	1	1	0.7471	0.6730
40	958	1	1628.5975	4	10	90	0	1	0.7463	1.1059
40	959	1	1630.2641	6	12	90	1	1	0.7466	1.3763
40	960	1	1631.8140	8	8	0	1	1	0.7469	0.8187
40	961	1	1633.3639	9	6	90	0	1	0.7461	0.7730
40	962	1	1634.9138	8	8	90	1	1	0.7464	0.9189
40	963	1	1636.4638	6	12	0	1	1	0.7466	0.6331
40	964	1	1638.0137	5	15	0	1	1	0.7469	0.6832
40	965	1	1639.5636	8	8	90	1	1	0.7472	0.6530
40	966	1	1641.1135	9	6	0	1	1	0.7474	0.6232
40	967	1	1642.6634	8	8	0	1	1	0.7477	0.6412
40	968	1	1644.2134	6	12	0	1	1	0.7479	0.7074
40	969	1	1645.7633	7	13	90	1	1	0.7482	1.2532
40	970	1	1647.3132	6	12	90	-1	0	0.7474	-1.0000
40	971	1	1649.3964	8	8	0	1	1	0.7477	0.7082
40	972	1	1650.9463	6	12	0	-1	0	0.7469	-1.0000
40	973	1	1653.0129	5	15	90	1	1	0.7472	0.9798
40	974	1	1654.5628	7	13	0	1	1	0.7474	0.7421
40	975	1	1656.1127	8	8	0	1	1	0.7477	0.7432
40	976	1	1657.6626	7	13	0	1	1	0.7480	0.5220
40	977	1	1659.2125	6	12	0	1	1	0.7482	0.6361
40	978	1	1660.7625	8	8	0	1	1	0.7485	0.7340
40	979	1	1662.3123	6	12	0	1	1	0.7487	0.6404
40	980	1	1663.8623	8	8	0	1	1	0.7490	0.5944
40	981	1	1665.4122	9	6	0	1	1	0.7492	1.0767
40	982	1	1666.9621	11	5	0	1	1	0.7495	0.7587
40	983	1	1668.5120	9	6	0	1	1	0.7497	0.9368
40	984	1	1670.0620	8	8	0	-1	0	0.7490	-1.0000
40	985	1	1672.1452	6	12	0	-1	0	0.7482	-1.0000
40	986	1	1674.1950	4	10	90	0	1	0.7475	0.0168
40	987	1	1675.7617	6	12	0	-1	0	0.7467	-1.0000
40	988	1	1677.8116	4	10	90	0	1	0.7460	1.1718
40	989	1	1679.4948	6	12	0	-1	0	0.7452	-1.0000
40	990	1	1681.5280	7	13	0	1	1	0.7455	0.0953
40	991	1	1683.0780	8	8	0	1	1	0.7457	0.6422
40	992	1	1684.6279	5	15	0	1	1	0.7460	0.5328
40	993	1	1686.1777	6	12	90	1	1	0.7462	1.3494
40	994	1	1687.7277	7	13	90	1	1	0.7465	0.7769
40	995	1	1689.2776	4	10	90	0	1	0.7457	1.3233
40	996	1	1691.1108	5	15	0	1	1	0.7460	0.5138
40	997	1	1692.6608	4	10	90	1	1	0.7462	1.0596
40	998	1	1694.2107	5	15	0	1	1	0.7465	0.6300
40	999	1	1695.7606	8	8	0	1	1	0.7467	0.6483
40	1000	1	1697.3106	6	12	0	1	1	0.7470	0.9060
40	1001	1	1698.8604	5	15	90	1	1	0.7473	1.3885
40	1002	1	1700.4437	7	13	0	1	1	0.7475	0.9243
40	1003	1	1701.9936	4	10	0	1	1	0.7478	1.1017
40	1004	1	1703.5435	3	14	0	-1	0	0.7470	-1.0000
40	1005	1	1705.5768	1	4	90	0	1	0.7463	1.3278
40	1006	1	1707.4600	15	3	0	1	1	0.7465	0.9168
40	1007	1	1709.0099	3	14	0	1	1	0.7468	0.7907
40	1008	1	1710.5598	15	3	0	1	1	0.7470	0.9689
40	1009	1	1712.1097	1	4	0	1	1	0.7473	0.8909
40	1010	1	1713.6596	14	2	0	1	1	0.7475	0.9251
40	1011	1	1715.2096	15	3	0	1	1	0.7478	1.1505
40	1012	1	1716.7595	14	2	0	1	1	0.7480	1.1050
40	1013	1	1718.3094	15	3	0	-1	0	0.7473	-1.0000
40	1014	1	1720.3426	2	7	0	-1	0	0.7465	-1.0000
40	1015	1	1722.3926	15	3	90	0	1	0.7458	0.7188
40	1016	1	1723.9424	14	2	90	0	1	0.7451	0.5620
40	1017	1	1725.4923	15	3	0	1	1	0.7453	0.6925
40	1018	1	1727.0423	3	14	0	1	1	0.7456	0.6623
40	1019	1	1728.5922	1	4	0	1	1	0.7458	0.7431
40	1020	1	1730.1421	3	14	0	1	1	0.7461	1.2585
40	1021	1	1731.6920	2	7	0	1	1	0.7463	0.6834
40	1022	1	1733.2420	1	4	0	1	1	0.7466	0.9092
40	1023	1	1734.7919	3	14	0	1	1	0.7468	0.6395
40	1024	1	1736.3418	2	7	90	0	1	0.7461	0.8676
40	1025	1	1737.8917	1	4	0	1	1	0.7463	0.5171
40	1026	1	1739.4417	15	3	0	1	1	0.7466	0.6148
40	1027	1	1740.9915	1	4	0	1	1	0.7468	0.6969
40	1028	1	1742.5415	2	7	0	1	1	0.7471	0.7313
40	1029	1	1744.0914	1	4	0	1	1	0.7473	0.6680
40	1030	1	1745.6413	2	7	90	0	1	0.7466	0.6717
40	1031	1	1747.1912	1	4	0	1	1	0.7468	0.8336
40	1032	1	1748.7411	14	2	0	1	1	0.7471	0.9143
40	1033	1	1750.2910	2	7	0	1	1	0.7473	0.8844
40	1034	1	1751.8410	3	14	0	1	1	0.7476	0.6142
40	1035	1	1753.3909	15	3	0	1	1	0.7478	0.7297
40	1036	1	1754.9408	2	7	90	0	1	0.7471	0.5385
40	1037	1	1756.4908	15	3	0	1	1	0.7473	0.5582
40	1038	1	1758.0407	3	14	90	0	1	0.7466	0.5598
40	1039	1	1759.5905	4	10	90	0	1	0.7459	0.8822
40	1040	1	1761.1405	5	15	0	1	1	0.7462	0.7088
40	1041	1	1762.6904	7	13	0	1	1	0.7464	0.6622
40	1042	1	1764.2403	4	10	0	1	1	0.7466	0.5842
40	1043	1	1765.7902	3	14	0	1	1	0.7469	0.6342
40	1044	1	1767.3402	1	4	0	-1	0	0.7462	-1.0000
40	1045	1	1769.3900	3	14	0	1	1	0.7464	0.6672
40	1046	1	1770.9400	1	4	0	1	1	0.7467	1.4687
40	1047	1	1772.5899	14	2	0	1	1	0.7469	0.7134
40	1048	1	1774.1398	2	7	0	-1	0	0.7462	-1.0000
40	1049	1	1776.1730	1	4	0	-1	0	0.7455	-1.0000
40	1050	1	1778.2062	2	7	0	1	1	0.7457	1.0664
40	1051	1	1779.7561	3	14	0	1	1	0.7460	0.7485
40	1052	1	1781.3061	1	4	0	1	1	0.7462	0.6533
40	1053	1	1782.8560	3	14	0	1	1	0.7464	0.4647
40	1054	1	1784.4059	15	3	0	1	1	0.7467	0.6734
40	1055	1	1785.9558	14	2	0	1	1	0.7469	0.8209
40	1056	1	1787.5057	13	9	0	-1	0	0.7462	-1.0000
40	1057	1	1789.5390	10	1	0	-1	0	0.7455	-1.0000
40	1058	1	1791.5889	12	11	90	0	1	0.7448	1.1703
40	1059	1	1793.2721	13	9	90	1	1	0.7450	0.8164
40	1060	1	1794.8220	12	11	0	1	1	0.7453	0.6426
40	1061	1	1796.3720	10	1	0	1	1	0.7455	1.0274
40	1062	1	1797.9219	11	5	0	1	1	0.7458	0.9347
40	1063	1	1799.4718	13	9	0	-1	0	0.7451	-1.0000
40	1064	1	1801.5217	14	2	90	-1	0	0.7444	-1.0000
40	1065	1	1803.5716	2	7	0	1	1	0.7446	0.9650
40	1066	1	1805.1215	14	2	0	1	1	0.7448	0.8378
40	1067	1	1806.6714	2	7	90	0	1	0.7441	0.7599
40	1068	1	1808.2213	15	3	0	1	1	0.7444	0.6672
40	1069	1	1809.7713	2	7	0	1	1	0.7446	0.7176
40	1070	1	1811.3212	15	3	0	1	1	0.7449	0.5911
40	1071	1	1812.8711	1	4	0	1	1	0.7451	0.6097
40	1072	1	1814.4210	14	2	0	1	1	0.7453	0.9781
40	1073	1	1815.9709	2	7	0	-1	0	0.7446	-1.0000
40	1074	1	1818.0708	15	3	0	-1	0	0.7439	-1.0000
40	1075	1	1820.1040	1	4	90	0	1	0.7433	0.5913
40	1076	1	1821.6539	2	7	0	1	1	0.7435	0.4354
40	1077	1	1823.2039	3	14	0	1	1	0.7437	0.5806
40	1078	1	1824.7538	15	3	0	1	1	0.7440	0.8374
40	1079	1	1826.3037	1	4	0	-1	0	0.7433	-1.0000
40	1080	1	1828.3703	2	7	90	-1	0	0.7426	-1.0000
40	1081	1	1830.4201	3	14	0	-1	0	0.7419	-1.0000
40	1082	1	1832.4534	1	4	0	1	1	0.7421	0.6113
40	1083	1	1834.0033	3	14	0	1	1	0.7424	0.5654
40	1084	1	1835.5532	2	7	0	-1	0	0.7417	-1.0000
40	1085	1	1837.5698	1	4	0	-1	0	0.7410	-1.0000
40	1086	1	1839.6030	14	2	0	1	1	0.7413	1.2204
40	1087	1	1841.1529	1	4	90	0	1	0.7406	0.6799
40	1088	1	1842.7028	15	3	90	-1	0	0.7399	-1.0000
40	1089	1	1844.7194	1	4	0	1	1	0.7401	0.7599
40	1090	1	1846.2693	3	14	0	-1	0	0.7394	-1.0000
40	1091	1	1848.3359	1	4	0	-1	0	0.7388	-1.0000
40	1092	1	1850.3858	2	7	0	1	1	0.7390	0.9031
40	1093	1	1851.9357	15	3	0	1	1	0.7392	0.5687
40	1094	1	1853.4856	14	2	0	1	1	0.7395	0.7616
40	1095	1	1855.0355	15	3	0	1	1	0.7397	0.5251
40	1096	1	1856.5854	1	4	0	1	1	0.7400	0.5418
40	1097	1	1858.1353	2	7	0	1	1	0.7402	0.6572
40	1098	1	1859.6853	15	3	0	1	1	0.7404	0.6590
40	1099	1	1861.2352	1	4	0	1	1	0.7407	0.4850
40	1100	1	1862.7851	15	3	0	1	1	0.7409	0.8382
40	1101	1	1864.3350	2	7	90	-1	0	0.7402	-1.0000
40	1102	1	1866.3516	1	4	0	1	1	0.7405	0.8406
40	1103	1	1867.9015	14	2	90	0	1	0.7398	0.9857
40	1104	1	1869.4514	1	4	0	1	1	0.7400	0.5412
40	1105	1	1871.0014	15	3	0	1	1	0.7403	0.9590
40	1106	1	1872.5512	14	2	0	1	1	0.7405	1.1530
40	1107	1	1874.1011	15	3	0	1	1	0.7407	0.9155
40	1108	1	1875.6511	3	14	0	1	1	0.7410	0.7095
40	1109	1	1877.2010	1	4	0	1	1	0.7412	0.6153
40	1110	1	1878.7509	15	3	0	1	1	0.7414	0.6017
40	1111	1	1880.3008	14	2	0	1	1	0.7417	0.6519
40	1112	1	1881.8508	2	7	0	1	1	0.7419	0.6857
40	1113	1	1883.4006	1	4	90	0	1	0.7412	0.5586
40	1114	1	1884.9506	14	2	0	1	1	0.7415	0.6578
40	1115	1	1886.5006	2	7	0	1	1	0.7417	0.5957
40	1116	1	1888.0504	14	2	90	1	1	0.7419	0.8380
40	1117	1	1889.6004	1	4	90	1	1	0.7422	0.9683
40	1118	1	1891.1503	15	3	0	1	1	0.7424	0.7623
40	1119	1	1892.7002	1	4	90	1	1	0.7426	0.8922
40	1120	1	1894.2501	3	14	0	1	1	0.7429	0.6373
40	1121	1	1895.8000	15	3	0	1	1	0.7431	0.7192
40	1122	1	1897.3500	3	14	90	1	1	0.7433	0.8980
40	1123	1	1898.8999	15	3	0	1	1	0.7435	0.8367
40	1124	1	1900.4498	1	4	90	1	1	0.7438	0.8228
40	1125	1	1901.9997	15	3	90	0	1	0.7431	0.6647
40	1126	1	1903.5496	1	4	90	1	1	0.7433	1.0663
40	1127	1	1905.0996	3	14	0	1	1	0.7436	0.8611
40	1128	1	1906.6495	1	4	0	1	1	0.7438	0.8152
40	1129	1	1908.1994	15	3	90	1	1	0.7440	1.1521
40	1130	1	1909.7493	1	4	0	1	1	0.7442	1.2673
40	1131	1	1911.2993	15	3	0	1	1	0.7445	1.0452
40	1132	1	1912.8491	1	4	90	1	1	0.7447	0.9513
40	1133	1	1914.3991	15	3	0	1	1	0.7449	1.1134
40	1134	1	1915.9490	1	4	0	1	1	0.7451	0.8742
40	1135	1	1917.4989	15	3	0	1	1	0.7454	0.6204
40	1136	1	1919.0488	14	2	0	1	1	0.7456	0.9423
40	1137	1	1920.5987	1	4	0	1	1	0.7458	0.8658
40	1138	1	1922.1487	14	2	0	1	1	0.7460	0.7085
40	1139	1	1923.6986	13	9	0	1	1	0.7463	1.4140
40	1140	1	1925.2485	14	2	0	-1	0	0.7456	-1.0000
40	1141	1	1927.3984	15	3	0	1	1	0.7458	0.6580
40	1142	1	1928.9483	14	2	90	0	1	0.7452	0.8204
40	1143	1	1930.4982	2	7	0	-1	0	0.7445	-1.0000
40	1144	1	1932.5815	1	4	0	1	1	0.7448	0.8994
40	1145	1	1934.1314	14	2	0	1	1	0.7450	0.8198
40	1146	1	1935.6812	2	7	0	1	1	0.7452	0.8390
40	1147	1	1937.2312	15	3	0	1	1	0.7454	1.0014
40	1148	1	1938.7811	3	14	0	1	1	0.7456	0.8915
40	1149	1	1940.3310	2	7	0	-1	0	0.7450	-1.0000
40	1150	1	1942.3310	1	4	0	-1	0	0.7443	-1.0000
40	1151	1	1944.3809	2	7	0	-1	0	0.7437	-1.0000
40	1152	1	1946.4141	15	3	0	1	1	0.7439	0.7147
40	1153	1	1947.9640	2	7	0	1	1	0.7441	0.5873
40	1154	1	1949.5138	3	14	90	0	1	0.7435	0.5426
40	1155	1	1951.0638	15	3	0	1	1	0.7437	0.6567
40	1156	1	1952.6137	14	2	0	1	1	0.7439	1.4108
40	1157	1	1954.1636	15	3	0	1	1	0.7442	0.7249
40	1158	1	1955.7135	1	4	90	0	1	0.7435	0.8230
40	1159	1	1957.2635	2	7	0	1	1	0.7437	0.9850
40	1160	1	1958.8134	15	3	90	0	1	0.7431	0.5709
40	1161	1	1960.3633	2	7	0	1	1	0.7433	0.7333
40	1162	1	1961.9132	14	2	0	1	1	0.7435	0.5762
40	1163	1	1963.4631	13	9	0	1	1	0.7438	0.6574
40	1164	1	1965.0131	10	1	0	1	1	0.7440	0.8821
40	1165	1	1966.5630	13	9	0	1	1	0.7442	0.6614
40	1166	1	1968.1129	12	11	90	0	1	0.7436	0.8542
40	1167	1	1969.6628	13	9	90	0	1	0.7429	0.5856
40	1168	1	1971.2127	11	5	90	1	1	0.7432	0.9395
40	1169	1	1972.7626	12	11	0	1	1	0.7434	0.8617
40	1170	1	1974.3126	10	1	0	1	1	0.7436	0.7358
40	1171	1	1975.8625	13	9	0	1	1	0.7438	0.6573
40	1172	1	1977.4124	11	5	0	1	1	0.7440	0.7548
40	1173	1	1978.9623	13	9	0	1	1	0.7442	0.5503
40	1174	1	1980.5123	14	2	0	1	1	0.7445	0.7109
40	1175	1	1982.0622	13	9	0	1	1	0.7447	0.9371
40	1176	1	1983.6121	12	11	0	-1	0	0.7440	-1.0000
40	1177	1	1985.7120	9	6	0	1	1	0.7443	1.1446
40	1178	1	1987.2619	11	5	0	-1	0	0.7436	-1.0000
40	1179	1	1989.3285	10	1	0	1	1	0.7439	1.3681
40	1180	1	1990.8784	11	5	0	1	1	0.7441	0.7769
40	1181	1	1992.4283	12	11	0	1	1	0.7443	0.5723
40	1182	1	1993.9782	9	6	90	0	1	0.7437	0.5583
40	1183	1	1995.5281	11	5	0	1	1	0.7439	0.4961
40	1184	1	1997.0780	9	6	0	1	1	0.7441	0.5946
40	1185	1	1998.6280	10	1	90	-1	0	0.7435	-1.0000
40	1186	1	2000.6612	12	11	0	1	1	0.7437	0.9621
40	1187	1	2002.2111	11	5	90	1	1	0.7439	0.7415
40	1188	1	2003.7610	13	9	0	1	1	0.7441	0.9341
40	1189	1	2005.3110	14	2	90	0	1	0.7435	1.3536
40	1190	1	2007.1775	15	3	0	-1	0	0.7429	-1.0000
40	1191	1	2009.2107	1	4	0	-1	0	0.7422	-1.0000
40	1192	1	2011.2440	15	3	90	-1	0	0.7416	-1.0000
40	1193	1	2013.2939	1	4	0	-1	0	0.7410	-1.0000
40	1194	1	2015.3438	2	7	90	-1	0	0.7404	-1.0000
40	1195	1	2017.3770	15	3	0	1	1	0.7406	0.7423
40	1196	1	2018.9269	3	14	0	1	1	0.7408	0.7124
40	1197	1	2020.4768	2	7	0	1	1	0.7410	0.6839
40	1198	1	2022.0267	14	2	0	1	1	0.7412	0.7963
40	1199	1	2023.5767	15	3	90	0	1	0.7406	1.4558
40	1200	1	2025.5599	3	14	0	1	1	0.7408	0.5912
40	1201	1	2027.1097	2	7	0	1	1	0.7410	0.6415
40	1202	1	2028.6597	3	14	0	1	1	0.7413	0.9012
40	1203	1	2030.2096	4	10	0	-1	0	0.7406	-1.0000
40	1204	1	2032.2428	3	14	90	-1	0	0.7400	-1.0000
40	1205	1	2034.2927	2	7	0	1	1	0.7402	1.1719
40	1206	1	2036.0260	3	14	0	1	1	0.7405	0.5428
40	1207	1	2037.5759	1	4	0	1	1	0.7407	1.2644
40	1208	1	2039.1258	15	3	0	1	1	0.7409	0.8973
40	1209	1	2040.6757	3	14	90	-1	0	0.7403	-1.0000
40	1210	1	2042.7423	4	10	0	-1	0	0.7397	-1.0000
40	1211	1	2044.8422	6	12	0	-1	0	0.7391	-1.0000
40	1212	1	2046.9087	7	13	0	1	1	0.7393	1.2583
40	1213	1	2048.4587	6	12	0	1	1	0.7395	1.4364
40	1214	1	2050.0419	4	10	0	1	1	0.7397	1.0870
40	1215	1	2051.5919	7	13	0	1	1	0.7399	0.5447
40	1216	1	2053.1418	5	15	0	1	1	0.7401	0.6112
40	1217	1	2054.6917	7	13	90	1	1	0.7403	1.1572
40	1218	1	2056.2415	8	8	0	1	1	0.7406	1.0456
40	1219	1	2057.7915	5	15	90	-1	0	0.7400	-1.0000
40	1220	1	2059.8247	6	12	0	-1	0	0.7393	-1.0000
40	1221	1	2061.8746	8	8	0	1	1	0.7396	0.6460
40	1222	1	2063.4245	9	6	90	-1	0	0.7390	-1.0000
40	1223	1	2065.4911	11	5	0	-1	0	0.7383	-1.0000
40	1224	1	2067.5410	10	1	0	1	1	0.7386	1.1241
40	1225	1	2069.0909	12	11	0	1	1	0.7388	0.7573
40	1226	1	2070.6408	11	5	0	1	1	0.7390	0.6316
40	1227	1	2072.1908	10	1	0	1	1	0.7392	1.2085
40	1228	1	2073.7407	13	9	0	1	1	0.7394	1.2118
40	1229	1	2075.2905	10	1	90	-1	0	0.7388	-1.0000
40	1230	1	2077.3738	12	11	0	-1	0	0.7382	-1.0000
40	1231	1	2079.4237	13	9	0	1	1	0.7384	1.3829
40	1232	1	2080.9736	11	5	0	1	1	0.7386	1.2907
40	1233	1	2082.5235	12	11	0	-1	0	0.7380	-1.0000
40	1234	1	2084.5401	9	6	0	1	1	0.7382	1.4365
40	1235	1	2086.1233	10	1	0	1	1	0.7385	0.5891
40	1236	1	2087.6733	9	6	0	1	1	0.7387	0.5433
40	1237	1	2089.2231	8	8	0	1	1	0.7389	0.6240
40	1238	1	2090.7731	6	12	0	1	1	0.7391	0.5301
40	1239	1	2092.3230	4	10	0	1	1	0.7393	0.4525
40	1240	1	2093.8729	7	13	0	1	1	0.7395	0.5183
40	1241	1	2095.4228	4	10	0	1	1	0.7397	0.7781
40	1242	1	2096.9728	5	15	0	1	1	0.7399	1.3864
40	1243	1	2098.5226	7	13	0	-1	0	0.7393	-1.0000
40	1244	1	2100.6059	8	8	0	-1	0	0.7387	-1.0000
40	1245	1	2102.6392	9	6	90	-1	0	0.7382	-1.0000
40	1246	1	2104.6890	8	8	0	1	1	0.7384	0.9194
40	1247	1	2106.2390	7	13	90	1	1	0.7386	1.0014
40	1248	1	2107.7889	4	10	0	1	1	0.7388	0.7473
40	1249	1	2109.3388	6	12	0	1	1	0.7390	0.6684
40	1250	1	2110.8887	8	8	0	1	1	0.7392	0.6237
40	1251	1	2112.4386	9	6	0	1	1	0.7394	1.1045
40	1252	1	2113.9886	12	11	0	1	1	0.7396	0.6586
40	1253	1	2115.5385	9	6	0	1	1	0.7398	0.5502
40	1254	1	2117.0884	12	11	0	1	1	0.7400	0.8399
40	1255	1	2118.6383	11	5	0	1	1	0.7402	0.6648
40	1256	1	2120.1882	10	1	0	-1	0	0.7396	-1.0000
40	1257	1	2122.2381	9	6	0	-1	0	0.7391	-1.0000
40	1258	1	2124.2880	10	1	0	1	1	0.7393	0.6486
40	1259	1	2125.8379	9	6	0	-1	0	0.7387	-1.0000
40	1260	1	2127.9045	10	1	0	1	1	0.7389	0.5665
40	1261	1	2129.4544	12	11	0	1	1	0.7391	0.7140
40	1262	1	2131.0043	9	6	0	1	1	0.7393	0.9869
40	1263	1	2132.5542	8	8	90	-1	0	0.7387	-1.0000
40	1264	1	2134.5874	5	15	0	1	1	0.7389	0.7813
40	1265	1	2136.1374	6	12	0	1	1	0.7391	0.7496
40	1266	1	2137.6873	5	15	0	1	1	0.7393	0.5769
40	1267	1	2139.2372	8	8	0	1	1	0.7395	1.1378
40	1268	1	2140.7871	7	13	90	1	1	0.7397	0.9493
40	1269	1	2142.3370	8	8	0	1	1	0.7400	0.7921
40	1270	1	2143.8869	7	13	0	1	1	0.7402	0.8576
40	1271	1	2145.4369	5	15	0	1	1	0.7404	0.6516
40	1272	1	2146.9868	6	12	0	1	1	0.7406	0.7496
40	1273	1	2148.5367	8	8	0	1	1	0.7408	0.5917
40	1274	1	2150.0866	9	6	90	0	1	0.7402	0.8005
40	1275	1	2151.6365	10	1	90	0	1	0.7396	0.6923
40	1276	1	2153.1865	12	11	0	1	1	0.7398	0.5805
40	1277	1	2154.7363	11	5	90	1	1	0.7400	0.9186
40	1278	1	2156.2863	9	6	0	1	1	0.7402	1.2407
40	1279	1	2157.8363	11	5	0	1	1	0.7404	1.2119
40	1280	1	2159.3862	13	9	0	0	1	0.7398	1.2783
40	1281	1	2161.1694	11	5	0	1	1	0.7400	0.9192
40	1282	1	2162.7193	13	9	0	-1	0	0.7395	-1.0000
40	1283	1	2164.7859	12	11	0	-1	0	0.7389	-1.0000
40	1284	1	2166.8191	11	5	0	1	1	0.7391	0.5806
40	1285	1	2168.3690	9	6	0	1	1	0.7393	0.9352
40	1286	1	2169.9189	11	5	0	1	1	0.7395	0.6335
